,x,true_y,censor_y,y,censored
101,7,86.43994356916924,29.170019770351345,86.43994356916924,False
102,10,71.08734484699887,30.808235382428382,71.08734484699887,False
103,2,21.252203841098442,30.639880816775793,30.639880816775793,True
104,0,9.048067119727051,29.372514351574715,29.372514351574715,True
105,5,80.09400128400041,30.89110897524994,80.09400128400041,False
106,3,56.59989812471815,31.131128721613845,56.59989812471815,False
107,2,49.91333374643898,29.58531417303448,49.91333374643898,False
108,1,31.53949011050858,28.343696278407442,31.53949011050858,False
109,1,9.29357396665514,30.989810298951596,30.989810298951596,True
110,3,52.176358022778864,30.674708466999068,52.176358022778864,False
111,3,47.962045083966345,28.75962838984029,47.962045083966345,False
112,2,26.196242969013994,30.38263079034754,30.38263079034754,True
113,4,47.71605973931128,29.709434040992623,47.71605973931128,False
114,4,22.092683938677606,29.812037198911604,29.812037198911604,True
115,1,24.578163405906675,29.031457379425287,29.031457379425287,True
116,0,23.856912083106597,31.052707318625156,31.052707318625156,True
117,0,13.829378736929982,30.09059114044512,30.09059114044512,True
118,7,70.42617976594616,30.571420908579828,70.42617976594616,False
119,10,105.01163465994195,29.364176127943715,105.01163465994195,False
120,3,47.97364550117236,29.190128069349882,47.97364550117236,False
121,3,25.721124026225496,30.918765859538656,30.918765859538656,True
122,10,86.40466042457805,30.428642142191716,86.40466042457805,False
123,0,27.360379243705665,28.06136303278684,28.06136303278684,True
124,5,58.03957620147485,28.903740376019712,58.03957620147485,False
125,2,33.426524612937655,29.82894548420843,33.426524612937655,False
126,4,81.40237067713053,28.84556442237803,81.40237067713053,False
127,4,22.946691618595978,29.17290564433602,29.17290564433602,True
128,0,27.117475455241923,30.196161140664888,30.196161140664888,True
129,6,37.804101845736696,31.136686862086897,37.804101845736696,False
130,6,36.52145823703902,28.915974887360253,36.52145823703902,False
131,3,27.559411095143115,29.587119120682697,29.587119120682697,True
132,10,140.25783305491007,29.829062010444282,140.25783305491007,False
133,4,60.55419692814511,31.334887716934496,60.55419692814511,False
134,1,19.76091077871736,30.066239119956123,30.066239119956123,True
135,1,49.96055690764114,29.225697998483902,49.96055690764114,False
136,4,43.390823938886804,30.158230417831607,43.390823938886804,False
137,10,41.675610287712594,30.8075108898649,41.675610287712594,False
138,7,54.90547417430387,31.183243399058597,54.90547417430387,False
139,4,23.61560786869728,30.39133458941472,30.39133458941472,True
140,5,97.45530509261208,31.118156856217333,97.45530509261208,False
141,0,7.528468407387731,30.57307499712632,30.57307499712632,True
142,3,50.7990963330182,29.91531772998757,50.7990963330182,False
143,1,41.10335498209441,29.62427116771292,41.10335498209441,False
144,7,50.51063182245728,29.72933037843512,50.51063182245728,False
145,0,25.380998432893485,30.047867161900488,30.047867161900488,True
146,2,13.012157869697669,29.301738642932232,29.301738642932232,True
147,3,56.7490127668028,27.922132827338732,56.7490127668028,False
148,7,48.42586146797014,28.768472303349736,48.42586146797014,False
149,7,86.47302821791149,29.60348633750839,86.47302821791149,False
150,3,29.425834288697995,30.411380641685707,30.411380641685707,True
151,5,99.46669133986686,30.190559723387864,99.46669133986686,False
152,2,43.845468887484486,28.682119807179106,43.845468887484486,False
153,4,62.982085853043515,30.128834399291833,62.982085853043515,False
154,1,26.04055300833259,28.908287879847247,28.908287879847247,True
155,1,70.34626076428943,30.21845879978847,70.34626076428943,False
156,10,131.85012952072213,30.27594651044499,131.85012952072213,False
157,6,60.59471703425213,31.38957324766954,60.59471703425213,False
158,3,48.995686619795364,29.143569534402843,48.995686619795364,False
159,0,21.089433143324086,30.815664133152566,30.815664133152566,True
160,10,122.56370554673974,31.44413041678831,122.56370554673974,False
161,2,34.34898372605326,30.615495776506386,34.34898372605326,False
162,1,14.122191216012988,29.716418494445566,29.716418494445566,True
163,5,36.16648499676189,29.56389760240552,36.16648499676189,False
164,3,33.434590412842965,31.740460954916763,33.434590412842965,False
165,4,45.528046970111404,29.436121661887604,45.528046970111404,False
166,3,37.78644839458126,30.258589536286735,37.78644839458126,False
167,10,83.40441378869677,31.9992865361946,83.40441378869677,False
168,5,49.44746632571266,28.335138597274486,49.44746632571266,False
169,3,39.00392305462821,30.877159477594176,39.00392305462821,False
170,7,66.84309004359727,30.51144630334477,66.84309004359727,False
171,7,60.6223501433274,29.996434063700484,60.6223501433274,False
172,4,60.49213346898147,28.795711974593935,60.49213346898147,False
173,10,75.7139236757915,30.813783835818036,75.7139236757915,False
174,7,89.36883198808084,28.449333279465495,89.36883198808084,False
175,4,49.01534812451534,30.52252202966898,49.01534812451534,False
176,0,10.045077914892124,29.890820186391068,29.890820186391068,True
177,6,44.5324254091501,30.941249550553835,44.5324254091501,False
178,5,83.19171216686433,30.467199665260633,83.19171216686433,False
179,2,43.59678363465718,30.896642614248975,43.59678363465718,False
180,7,53.72995598329105,31.36850431722563,53.72995598329105,False
181,10,57.52242166756943,27.221672406778257,57.52242166756943,False
182,1,24.735563017637165,30.202130212076227,30.202130212076227,True
183,6,95.3557182981255,29.031643067445344,95.3557182981255,False
184,10,106.92929878967391,30.646585268099308,106.92929878967391,False
185,0,29.959932369792824,31.560926576223682,31.560926576223682,True
186,3,54.57747993756804,30.928073906402737,54.57747993756804,False
187,5,101.07446488706105,30.337888144689273,101.07446488706105,False
188,7,52.735409478390466,29.35009240268363,52.735409478390466,False
189,1,37.34133188598436,28.412710706494828,37.34133188598436,False
190,0,7.264528884750863,31.04926324416075,31.04926324416075,True
191,0,30.416430977891174,29.604118288491758,30.416430977891174,False
192,4,14.292623177423442,31.484890316061136,31.484890316061136,True
193,0,8.916999261998464,30.77285703670114,30.77285703670114,True
194,1,21.156649452845148,30.259651302351322,30.259651302351322,True
195,7,51.31393692264551,30.3662495245599,51.31393692264551,False
196,3,54.07249264679882,29.08954501311351,54.07249264679882,False
197,2,33.66795148250995,28.85875256878479,33.66795148250995,False
198,2,42.40463001380131,30.05516257780683,42.40463001380131,False
199,3,37.84003938437821,31.141237621975286,37.84003938437821,False
200,4,38.124950552086815,30.056871127271563,38.124950552086815,False
201,6,53.47545340023533,28.95361880910954,53.47545340023533,False
202,3,37.60411826032714,31.839114725312296,37.60411826032714,False
203,2,34.394208620261345,28.425463316115888,34.394208620261345,False
204,5,59.51512518340812,31.01725872021237,59.51512518340812,False
205,0,12.558305678793973,29.234643526684486,29.234643526684486,True
206,7,49.858867724408185,29.43936622754615,49.858867724408185,False
207,1,27.9969802039762,28.70228511573831,28.70228511573831,True
208,3,67.96826974063941,30.915756228054136,67.96826974063941,False
209,1,11.836183006669051,30.429571285289658,30.429571285289658,True
210,1,59.80161730209069,30.071886749551513,59.80161730209069,False
211,6,55.987254532044986,29.630867560087733,55.987254532044986,False
212,5,54.01050496361101,29.882877140322517,54.01050496361101,False
213,4,72.14959104246304,28.601345476754215,72.14959104246304,False
214,7,73.32116407222418,28.54158462476893,73.32116407222418,False
215,3,37.86841103942153,29.029656806151902,37.86841103942153,False
216,5,47.96100219164756,33.33312291971687,47.96100219164756,False
217,7,45.09008301838092,28.648904317604565,45.09008301838092,False
218,0,14.940709074664614,29.4550987504265,29.4550987504265,True
219,4,63.76035802387675,28.706747036701064,63.76035802387675,False
220,10,103.740822102025,28.995187018250984,103.740822102025,False
221,5,31.85565030909695,30.088502104929223,31.85565030909695,False
222,6,45.125449688311434,30.554284606647247,45.125449688311434,False
223,10,68.72343179851761,30.76543904879649,68.72343179851761,False
224,5,58.92071584660981,32.18432147585145,58.92071584660981,False
225,10,51.521468579198704,32.76219954552114,51.521468579198704,False
226,10,113.38088154292103,30.98251147421436,113.38088154292103,False
227,3,20.908721516131337,29.901797934168464,29.901797934168464,True
228,1,22.38924398548126,28.57982830925732,28.57982830925732,True
229,2,23.70799665928701,30.631049961524994,30.631049961524994,True
230,1,26.98935356795461,29.457925607668244,29.457925607668244,True
231,5,46.72109940469729,30.320965296208264,46.72109940469729,False
232,0,51.60654873096887,29.16465853282,51.60654873096887,False
233,6,70.67840137765465,29.927251791105054,70.67840137765465,False
234,10,70.9490870093361,30.32178368280962,70.9490870093361,False
235,3,39.24947547270589,29.546950650999086,39.24947547270589,False
236,3,49.00215366004674,30.116186339952034,49.00215366004674,False
237,3,27.811789430534844,29.076588630256502,29.076588630256502,True
238,6,85.64340000487152,30.231423092630276,85.64340000487152,False
239,5,32.92579244925933,28.555911863515465,32.92579244925933,False
240,7,40.216000082629336,30.422780342491052,40.216000082629336,False
241,1,46.92621498458691,29.872318372017013,46.92621498458691,False
242,0,31.3398370865784,29.281509456063265,31.3398370865784,False
243,3,41.40690118418366,31.03220260534875,41.40690118418366,False
244,6,113.29040506958886,30.86194326958787,113.29040506958886,False
245,3,79.68250604475529,30.88340753751464,79.68250604475529,False
246,6,45.62429281060405,30.68708395876454,45.62429281060405,False
247,4,95.09982362298004,30.264900632101273,95.09982362298004,False
248,0,8.343183813173919,30.05514661681819,30.05514661681819,True
249,3,75.72877141077537,30.32981432334212,75.72877141077537,False
250,4,68.32667932045312,29.718710789901063,68.32667932045312,False
251,1,13.941214490671326,29.309498529813748,29.309498529813748,True
252,3,77.26288524796539,29.393722916104636,77.26288524796539,False
253,2,25.629864368747903,28.038127518678397,28.038127518678397,True
254,7,50.10968076836226,29.691028745919247,50.10968076836226,False
255,3,51.3503638386317,28.40986292495384,51.3503638386317,False
256,3,14.10052195083379,30.054021184431598,30.054021184431598,True
257,1,44.56371946128551,31.93773507921603,44.56371946128551,False
258,5,80.96361960327465,29.23832528213881,80.96361960327465,False
259,3,54.534071625259685,30.40333396474716,54.534071625259685,False
260,2,19.230777512992834,29.630965616501573,29.630965616501573,True
261,4,38.233896327217316,28.74211403020153,38.233896327217316,False
262,10,75.08940955697985,30.180100580670747,75.08940955697985,False
263,10,155.21155927030318,29.964305129550254,155.21155927030318,False
264,4,42.0509988938344,29.4888005946101,42.0509988938344,False
265,1,43.20779028602842,30.18287693202832,43.20779028602842,False
266,3,49.44870003134318,30.574319105155496,49.44870003134318,False
267,7,59.35934736666309,30.955872140378677,59.35934736666309,False
268,3,29.278457446483237,30.985892563577966,30.985892563577966,True
269,1,70.37567773192977,27.79851448182153,70.37567773192977,False
270,0,74.25784279048187,30.68913734844992,74.25784279048187,False
271,3,63.24630169268,30.401437711626162,63.24630169268,False
272,5,33.165168735688,30.64838920682109,33.165168735688,False
273,7,44.820678899056624,29.857206841993495,44.820678899056624,False
274,3,52.170812034007206,30.49387385656866,52.170812034007206,False
275,2,22.376982624544617,29.946229524598287,29.946229524598287,True
276,3,15.92063397666265,30.533546841418868,30.533546841418868,True
277,0,14.213695637661214,29.15180070283657,29.15180070283657,True
278,3,23.968029049781673,30.073289514405886,30.073289514405886,True
279,3,22.1842913169277,29.561443650528272,29.561443650528272,True
280,1,35.66075650519642,30.285307311865175,35.66075650519642,False
281,3,67.79818610736622,28.127814969998457,67.79818610736622,False
282,5,51.77061271608381,29.784971617753666,51.77061271608381,False
283,5,66.78506275603627,30.256996322291815,66.78506275603627,False
284,7,64.96677037787568,32.27562015020556,64.96677037787568,False
285,6,41.84338801484463,29.80978629264187,41.84338801484463,False
286,7,96.61654615737099,29.586454946628546,96.61654615737099,False
287,3,14.286905591865386,30.33369269757617,30.33369269757617,True
288,2,35.29110569380063,29.373054779278526,35.29110569380063,False
289,4,66.7099672131091,29.38043277076783,66.7099672131091,False
290,3,75.45022939374643,30.13026514128532,75.45022939374643,False
291,1,31.478338335990266,30.242377495368565,31.478338335990266,False
292,6,50.29914110730609,30.882174717899662,50.29914110730609,False
293,10,71.4055824561589,30.727201143633447,71.4055824561589,False
294,5,47.489788476931956,31.005579707488014,47.489788476931956,False
295,0,53.318106729614776,30.42225270523819,53.318106729614776,False
296,0,48.13185459346653,30.507178155205477,48.13185459346653,False
297,6,29.90565179890496,29.515140366139576,29.90565179890496,False
298,10,46.772699316823775,30.509995543011208,46.772699316823775,False
299,0,16.475485718192356,29.45388337904466,29.45388337904466,True
300,7,90.74992109965699,30.551302368099137,90.74992109965699,False
301,7,57.88374922397115,29.100303815143988,57.88374922397115,False
302,10,112.89125691925183,30.286402902724472,112.89125691925183,False
303,0,26.695120625411384,30.827730388807346,30.827730388807346,True
304,0,44.66761985049565,29.62735346501752,44.66761985049565,False
305,4,37.18789515749672,32.19759544045128,37.18789515749672,False
306,2,24.598112753373172,30.857538901192548,30.857538901192548,True
307,5,52.24943043477551,31.30589978393727,52.24943043477551,False
308,3,39.985873093931176,29.64833823844702,39.985873093931176,False
309,5,50.31666735560016,31.295549019895233,50.31666735560016,False
310,6,73.23050921416701,30.10174432172148,73.23050921416701,False
311,2,38.55781670625851,28.958150730211457,38.55781670625851,False
312,10,165.56530875983395,29.49001684378404,165.56530875983395,False
313,1,22.246985921418492,29.62886923190879,29.62886923190879,True
314,6,68.98055878470595,32.75537477678558,68.98055878470595,False
315,5,47.05756542935079,30.831261237935202,47.05756542935079,False
316,10,92.55280946190487,30.314726866450908,92.55280946190487,False
317,5,93.583141851293,28.42449981171338,93.583141851293,False
318,10,205.7385665341705,29.448523411661654,205.7385665341705,False
319,5,75.41035776988149,30.2687926762646,75.41035776988149,False
320,5,57.45595659916277,30.531287947514596,57.45595659916277,False
321,6,41.85872458114436,31.060955537992694,41.85872458114436,False
322,7,101.18298061544785,31.686890734055396,101.18298061544785,False
323,0,7.062656212303414,31.28941140046198,31.28941140046198,True
324,10,125.06754833393056,28.883449888621186,125.06754833393056,False
325,10,191.02788217823266,29.832698120620766,191.02788217823266,False
326,0,19.299486944395213,29.212169318051462,29.212169318051462,True
327,5,52.8762484874563,30.462428715288613,52.8762484874563,False
328,10,113.18507874762506,32.28797952412901,113.18507874762506,False
329,2,31.47918837480643,28.837047164933743,31.47918837480643,False
330,3,61.899713287758615,30.35050949972694,61.899713287758615,False
331,0,7.5357940516296615,29.031956826298128,29.031956826298128,True
332,3,16.937956269047053,30.15353101236727,30.15353101236727,True
333,7,88.06074331780457,29.997873246637777,88.06074331780457,False
334,1,37.50043221875974,30.903378654282882,37.50043221875974,False
335,7,72.79994217351188,29.748247039553334,72.79994217351188,False
336,1,21.918424323358465,29.24066338032617,29.24066338032617,True
337,1,23.699828178088485,29.61133222459092,29.61133222459092,True
338,4,62.384203340635246,28.454372172701575,62.384203340635246,False
339,3,8.256822155981926,29.8289634861567,29.8289634861567,True
340,10,93.2936097025534,29.41507480937502,93.2936097025534,False
341,2,36.26994492025099,28.249914211315755,36.26994492025099,False
342,1,15.537276169380693,30.487807681368256,30.487807681368256,True
343,6,108.56366902439679,30.105114454632712,108.56366902439679,False
344,1,43.13132882018676,30.256492955212607,43.13132882018676,False
345,6,76.76030693352088,30.60649361641663,76.76030693352088,False
346,6,73.29138205692402,31.09135336172059,73.29138205692402,False
347,6,48.1654208833156,29.437351659535203,48.1654208833156,False
348,3,41.471237335986615,29.272339761420696,41.471237335986615,False
349,3,29.716534410260355,29.75248212578685,29.75248212578685,True
350,2,30.25712926274581,30.80344097659645,30.80344097659645,True
351,1,29.84284252455734,29.77162226614871,29.84284252455734,False
352,0,3.7785670822452095,28.901405021987255,28.901405021987255,True
353,4,46.36532245916131,30.013431449993483,46.36532245916131,False
354,7,133.41955778215316,28.28744433188181,133.41955778215316,False
355,0,15.73489780850652,32.072774310298314,32.072774310298314,True
356,10,109.73867548912753,30.08592250236361,109.73867548912753,False
357,4,49.25317362766612,29.892589364689037,49.25317362766612,False
358,10,124.41275499654981,30.170606797850326,124.41275499654981,False
359,4,50.17474467312414,30.002999160256998,50.17474467312414,False
360,7,82.52814706156603,30.453998075689043,82.52814706156603,False
361,0,21.93186598811594,28.69503667673223,28.69503667673223,True
362,6,72.69107265451449,30.0586080701455,72.69107265451449,False
363,1,33.640790965735434,30.72117147585135,33.640790965735434,False
364,7,57.19406368696299,31.53302171410158,57.19406368696299,False
365,7,86.05005279466481,31.25957972906285,86.05005279466481,False
366,1,38.789692091250636,29.44058004914626,38.789692091250636,False
367,4,44.350659885393405,27.78500273630418,44.350659885393405,False
368,7,81.17648243275826,31.000611704511236,81.17648243275826,False
369,7,85.14996684703462,30.564082149607927,85.14996684703462,False
370,7,93.2502636128851,28.044345432364658,93.2502636128851,False
371,2,47.23183970481639,30.344836477556456,47.23183970481639,False
372,10,148.58334368671186,31.783726993992293,148.58334368671186,False
373,4,66.19437119998564,29.92540606798088,66.19437119998564,False
374,1,33.02724079962497,28.577505566352563,33.02724079962497,False
375,1,22.709108832063507,29.15926504692739,29.15926504692739,True
376,7,26.476787317364867,29.42582796199894,29.42582796199894,True
377,6,51.36401380823671,29.681551682142427,51.36401380823671,False
378,7,86.54984653281926,31.463837370871225,86.54984653281926,False
379,4,53.50056283823827,30.423130255341345,53.50056283823827,False
380,3,46.32743623202133,29.57284382273669,46.32743623202133,False
381,5,64.85296831860876,29.655921009684693,64.85296831860876,False
382,4,47.16323431623203,28.333658202711113,47.16323431623203,False
383,4,84.47290534653091,29.893371546446808,84.47290534653091,False
384,0,23.366948108660175,30.869922842944355,30.869922842944355,True
385,10,109.31104109691917,29.315513899290558,109.31104109691917,False
386,0,26.630513180874313,28.56408693379368,28.56408693379368,True
387,1,27.453741137749713,29.557540771104648,29.557540771104648,True
388,5,88.91820096884346,32.05248639172452,88.91820096884346,False
389,7,106.06650289046817,30.758818181842873,106.06650289046817,False
390,6,42.11868313015137,30.293195985500038,42.11868313015137,False
391,7,24.45058682257082,30.956176083251584,30.956176083251584,True
392,4,51.48565962571285,30.290046702239618,51.48565962571285,False
393,4,84.00886272361421,30.182022072727264,84.00886272361421,False
394,0,28.49214673373698,29.855621187272053,29.855621187272053,True
395,3,54.98326133359426,30.00760313765195,54.98326133359426,False
396,2,30.7069203627725,29.65504641903679,30.7069203627725,False
397,10,156.11704894780837,30.823075721419343,156.11704894780837,False
398,4,32.715970385017656,30.005399779941584,32.715970385017656,False
399,3,24.017002637862497,27.27322752049692,27.27322752049692,True
400,2,9.10705573149159,29.015973740759488,29.015973740759488,True
401,4,89.14464370886985,29.97989743674132,89.14464370886985,False
402,4,25.60283982629234,30.550896531812015,30.550896531812015,True
403,1,32.73299087699656,30.678841992716766,32.73299087699656,False
404,0,48.55165945612331,30.004799325444502,48.55165945612331,False
405,3,59.825252711440605,29.558412839072442,59.825252711440605,False
406,10,72.51851615492134,30.22091321673001,72.51851615492134,False
407,10,107.5007343930929,29.921210874806643,107.5007343930929,False
408,5,76.01713253076709,29.139746272928473,76.01713253076709,False
409,10,106.13621928341861,31.235395152270947,106.13621928341861,False
410,4,52.432486296847756,28.7871225108253,52.432486296847756,False
411,4,33.90743112813449,31.444006792789637,33.90743112813449,False
412,3,70.98145121034257,29.201726732233386,70.98145121034257,False
413,10,94.94755604596371,29.56571179640386,94.94755604596371,False
414,6,52.64927701741986,30.851059102708188,52.64927701741986,False
415,6,60.84555980047488,29.393044460310527,60.84555980047488,False
416,1,39.94040518720733,30.402805882757647,39.94040518720733,False
417,1,29.293202365102022,30.298480493264176,30.298480493264176,True
418,5,40.173190454225576,29.39664679255767,40.173190454225576,False
419,1,43.07687433025972,29.79898252399853,43.07687433025972,False
420,4,56.69743475659545,29.92130448348791,56.69743475659545,False
421,3,19.552980822996425,29.138645254799847,29.138645254799847,True
422,3,27.552565741124774,28.719027661974142,28.719027661974142,True
423,1,17.001570582395523,29.92443321785354,29.92443321785354,True
424,5,73.80172936319592,30.415926421465297,73.80172936319592,False
425,2,35.2831072938612,30.13949155389798,35.2831072938612,False
426,3,33.920820246354346,29.75709174942868,33.920820246354346,False
427,2,18.713877874774845,30.942607730728025,30.942607730728025,True
428,5,48.62151886564824,29.030743667546233,48.62151886564824,False
429,7,76.78274245649109,31.48873052978491,76.78274245649109,False
430,5,33.4968384879939,30.870513369321642,33.4968384879939,False
431,4,54.07400123520376,30.86583922147788,54.07400123520376,False
432,0,20.923739819132944,28.63305229867245,28.63305229867245,True
433,5,71.19170040250431,30.392863485541955,71.19170040250431,False
434,6,32.57145211934425,29.6431566418386,32.57145211934425,False
435,10,80.83235627412395,29.07354989911032,80.83235627412395,False
436,7,51.581165202018774,30.007369927696278,51.581165202018774,False
437,3,30.18598609292023,28.719281965568676,30.18598609292023,False
438,2,35.95008372252974,31.634368653412533,35.95008372252974,False
439,5,24.192776670087465,29.123157092913715,29.123157092913715,True
440,7,84.98671247713963,29.87903185032402,84.98671247713963,False
441,3,41.49181312748237,28.232708456946682,41.49181312748237,False
442,0,36.79264032296062,30.924065021079304,36.79264032296062,False
443,10,162.4546262915838,28.874535137438233,162.4546262915838,False
444,6,83.95444941105326,29.740394887382617,83.95444941105326,False
445,3,59.237568829480914,30.40545531614987,59.237568829480914,False
446,7,40.2835451947703,30.567600749950795,40.2835451947703,False
447,7,60.635380817473674,29.674187623699993,60.635380817473674,False
448,7,97.57351548296313,28.834698944408753,97.57351548296313,False
449,4,33.020086415620874,30.11768215934304,33.020086415620874,False
450,1,74.86060270195912,28.835779912493226,74.86060270195912,False
451,10,93.67806973284064,28.28287027998883,93.67806973284064,False
452,2,20.117090056196638,31.163512722281236,31.163512722281236,True
453,4,65.28163977176322,29.113657519782134,65.28163977176322,False
454,1,12.951732036097665,29.458938358983357,29.458938358983357,True
455,3,51.046870940950306,29.163417647776576,51.046870940950306,False
456,0,25.80780440364165,30.905584348946054,30.905584348946054,True
457,3,17.871665955612826,29.08304621759782,29.08304621759782,True
458,4,26.273038262759712,29.279156827227478,29.279156827227478,True
459,6,85.59422724572573,30.16290185601457,85.59422724572573,False
460,2,37.6672734333899,29.16604865412833,37.6672734333899,False
461,0,21.9387293735397,30.60582757480352,30.60582757480352,True
462,1,41.25852027227776,28.671960969050406,41.25852027227776,False
463,6,58.86648401826675,29.275304521934682,58.86648401826675,False
464,4,17.120573640479407,29.808532258593797,29.808532258593797,True
