,true
189,3.5787403648537186
190,3.8170190611392383
191,2.8296092613442188
192,3.635789251551421
193,3.995462857212386
194,4.618430071646239
195,3.9638749450453927
196,2.8970969681309624
197,3.835056610361164
198,4.2070862159899685
199,4.589250363290472
200,4.81151553029301
201,3.9184534655154906
202,4.140176785850519
203,4.379314906599222
204,4.094072239016028
205,4.35817451873824
206,4.7079101762757345
207,3.6915669222121963
208,3.9420171897097385
209,4.0032274424253975
210,4.156785627816118
211,3.9675748290137647
212,4.51643910626279
213,4.62767507371532
214,3.9357359184481138
215,3.125270156915694
216,3.7006482574987842
217,3.7804901726625606
218,3.9327414994840435
219,3.765301150835944
220,4.18390035687565
221,4.103043895855147
222,4.876613308980866
223,3.1396264310337236
224,4.337453474066373
225,4.1613653413510585
226,4.679071971031451
227,4.153605760913127
228,3.887602161751555
229,3.063326166680989
230,3.828210989066051
231,3.7160661475479677
232,4.063662437554578
233,4.657920355192773
234,4.223730968523758
235,3.8446305598156165
236,3.8329144882851716
237,3.6434480591684713
238,3.5372876335692163
239,5.038265407859269
240,4.457359257197121
241,3.7891396567343976
242,3.2627003104241803
243,3.9362797434614514
244,4.456298372758137
245,4.241914114344143
246,3.237077801069277
247,3.477781216767154
248,3.8067784903072894
249,4.022145385899649
250,3.736727413929661
251,4.698230227355371
252,4.044246411753012
253,3.7349570880156238
254,4.075267550817535
255,4.550543398439962
256,4.506176274486726
257,3.651803390114977
258,5.44069392101347
259,4.513211040193201
260,2.727846359054836
261,4.67409983495939
262,3.6438958003968813
263,4.457457421650726
264,3.8640838739342076
265,2.895067196898884
266,4.973223661004853
267,4.726509721979499
268,3.470802241312797
269,4.0739913443032245
270,3.5236336258894725
271,3.563964056670705
272,4.494861832320513
273,3.587046289076983
274,3.547172788065028
275,4.455522586919908
276,3.5369402248091086
277,3.2831895355567466
278,3.8090088245234646
279,3.918997847411133
280,4.236239698111843
281,4.086698269946649
282,2.6944028687361445
283,3.5792344091065833
284,4.259908108044246
285,3.3401586469221307
286,5.312908985209253
287,4.533487021137113
288,4.006979217757776
289,4.317142418690181
290,3.200236478862948
291,3.831686176205677
292,4.253634120470305
293,3.7774371999897465
294,4.1183688556960405
295,3.963355140821254
296,3.5868692286815946
297,4.286728655869375
298,3.8818778677976526
299,3.7074488713899987
300,4.18554365846612
301,5.532487005574248
302,3.84900601103129
303,4.092275172192554
304,4.092075073648001
305,3.422317605932762
306,3.814052008971764
307,4.034004101419368
308,3.255280525513316
309,4.109344182108211
310,4.347986160558077
311,4.0669978681554095
312,3.1778448961378687
313,3.413016135395301
314,3.975792170511998
315,4.6738282454745566
316,3.913161526785205
317,2.8635879898821246
318,3.4316563130210844
319,3.555219309161416
320,2.7371559273849284
321,4.24821450987876
322,4.023842012819828
323,3.4936703831850022
324,3.7183448760428774
325,4.512761173823467
326,4.50237103538043
327,3.132933841992716
328,4.041042410851192
329,3.926804557747239
330,3.7803288780083903
331,4.776432538988927
332,3.6429833138065417
333,4.45819194510983
334,3.6717906704118275
335,4.224713298761833
336,3.7610383176298883
337,3.948723987827492
338,2.8080785623894386
339,4.27492374095595
340,4.034080272676792
341,4.054451350556714
342,4.005270250354287
343,3.5358460640214813
344,4.113514460340564
345,4.448457207283099
346,3.627118888389762
347,4.608480830442868
348,3.789966797955034
349,4.635508518095223
350,4.7430634849056865
351,3.2689555209111285
352,3.5206640574655634
353,3.702289268672068
354,3.4843385473240156
355,4.057357456393237
356,3.277733364965644
357,4.759324741635076
358,3.9797270223283383
359,4.642817961034217
360,4.587239990681698
361,4.143732585367771
362,5.186938493680438
363,4.5584702813991775
364,4.787708418365953
365,4.084814648134195
366,3.7438233263895175
367,3.113433637343713
368,3.8977388070282606
369,3.824349084702618
370,3.618499034036896
371,3.25135330717827
372,4.157878671704237
373,3.268551203989495
374,4.667375281946445
375,3.7952929615404463
376,3.9139588071268148
377,3.0938131555005493
378,3.913436407638609
379,3.881882862673849
380,4.086469758702615
381,3.378649040633362
382,3.465955492168218
383,3.299355181035897
384,4.147171221153947
385,3.5791557453843392
386,4.27597948738522
387,4.053366217115487
388,3.8778238468137
389,3.5030122370751986
390,4.006566389726054
391,3.5561674430880212
392,4.249378967442924
393,4.572149075178727
394,4.60880127043524
395,4.570266282031593
396,3.7915205343472587
397,4.473273455168614
398,4.061041414095269
399,4.022901743691911
400,4.2424333553173135
401,2.7188705220969753
402,3.5716210538729323
403,4.5185419170185295
404,4.965045056550974
405,4.642803062756656
406,3.9404501735883053
407,3.8579632033242195
408,3.6992082682550413
409,3.3434036022134412
410,3.5207041444918854
411,5.134218796795972
412,3.416576474083386
413,3.434013114445837
414,4.282734374027898
415,3.5475782534627887
416,3.8486836659520045
417,3.9585364930642424
418,3.8854280912440706
419,3.814224134499073
420,3.7913187470198952
421,4.7045059592858465
422,3.9556529385573556
423,4.111553261337001
424,3.8719374274658573
425,4.292379200909129
426,4.742677700510067
427,3.8753242831766226
428,3.719437712082703
429,3.93994188685396
430,3.8585724503517853
431,4.20598498615172
432,3.441453677170376
433,4.3033908774448495
434,4.3333487465982765
435,4.6261062739627326
436,3.976604331861704
437,4.39308370262553
438,4.093633366148579
439,3.8156731332217855
440,3.750536795613354
441,3.867405277769831
442,3.355071848111896
443,4.056018770764303
444,3.7588163967389137
445,3.3972855289411457
446,5.348308275481918
447,3.6533898190102114
448,3.863422326079002
449,3.364059967200188
450,4.465513200795018
451,2.984497299314639
452,3.8122857025205765
453,3.8545021136487105
454,4.4608913254400555
455,3.182716490583272
456,3.7586425939563655
457,4.247699300088095
458,4.245843435417044
459,3.233463699232841
460,4.015784501827951
461,3.699883438609567
462,4.345020833905311
463,4.714885354847908
464,4.6613215885531005
465,4.666081871210808
466,3.6806212247197476
467,3.7279090563914066
468,4.529484805844104
469,4.866775735003326
470,3.5416658595148625
471,3.572779083676134
472,4.039903205685578
473,3.6241606494567873
474,4.772583631542601
475,4.9778959373206755
476,4.641204707267697
477,3.9982015087646756
478,3.480661797229237
479,3.533323247392937
480,3.8362143605098855
481,4.384751226482808
482,4.513810004703841
483,3.51935531354684
484,3.3734656394482823
485,3.562755371768667
486,4.971512545802122
487,3.250352984195466
488,3.5966481487820148
489,4.032264345248055
490,4.010902841934631
491,4.290523824109825
492,3.6913201879335253
493,4.0820892710987495
494,4.348339849686666
495,4.481100518109129
496,4.552289421662877
497,4.091142106185443
498,4.2555497227252985
499,3.5980995017823316
500,4.490449683878559
501,3.9851422142901365
502,3.4332941682427185
503,3.8882570176092375
504,3.790873386834665
505,3.488961304922409
506,3.8519431322326287
507,4.099070709899712
508,4.04112789157677
509,3.8496852602801637
510,4.2535428573379646
511,4.026772018765414
512,3.9721271245281113
513,4.995842443198997
514,3.95823965911192
515,3.9925340411912624
516,3.945272663267432
517,4.344192384377923
518,3.785597793641402
519,4.34485420691709
520,4.032860309583098
521,3.990830939540247
522,4.81099637817992
523,3.9145001667700545
524,3.5471999789757107
525,3.5564464240441924
526,3.054038055429406
527,3.854258921643439
528,3.671846425691854
529,4.6795941672036445
530,2.891185582933675
531,3.925414316337691
532,3.8570236195816925
533,4.348550616381388
534,4.009249537905863
535,4.577114072494461
536,3.089548617378573
537,4.072841229753651
538,3.427901799115333
539,4.173372497815209
540,3.4811196483504254
541,4.356584912847905
542,3.388763321427372
543,4.094929647643524
544,3.819702220214647
545,3.508259486662237
546,3.4864723518245047
547,3.806549527411769
548,4.269763341560966
549,4.305938759351076
550,3.9109391268772673
551,4.623422167412825
552,4.022481712977268
553,3.208993441578266
554,3.7981382325666053
555,4.292724829300172
556,4.062671604848963
557,3.876070633355726
558,4.0744572181095835
559,3.2782278818222603
560,3.742357380168156
561,3.7526697056030547
562,3.4649106964212484
563,4.36435986883811
564,4.365632452818227
565,4.150687102386207
566,4.601738565423643
567,3.471269162481455
568,3.802076679222723
569,4.265008410675466
570,3.892439388527221
571,3.748334557443151
572,3.4897130764262725
573,4.048069534117454
574,4.378130516070514
575,3.5611331967897257
576,3.617212410458342
577,3.808766055007762
578,4.557375371547059
579,4.268287276262985
580,3.84252102378939
581,4.160407347110738
582,4.050207962504887
583,3.7064719404813977
584,3.63641130379481
585,4.908831967620014
586,3.9281910762631425
587,3.92838471806138
588,3.909300532760011
589,2.665577098157633
590,4.8590624520871915
591,3.542836315732553
592,4.6003775818761685
593,3.3715208217386663
594,4.197879461382306
595,4.907832055215413
596,4.207352651548816
597,3.1341185445569693
598,3.757580074891874
599,4.46660470614588
600,3.9023490940667345
601,3.56038521071944
602,3.7782547972423295
603,4.505355395905694
604,3.9421111883828557
605,3.972271918197824
606,4.56527361234752
607,3.848092817282254
608,3.712816325779776
609,4.1251232194734495
610,3.5614552413064424
611,4.2520529618300635
612,3.5524401199554974
613,3.3263775409350926
614,3.6609740244039113
615,3.9520663967778655
616,4.0424651387810915
617,3.718986857790669
618,4.402591782371244
619,3.7263358300793685
620,4.4444310809963445
621,3.690237479805349
622,4.608341336559373
623,4.914959891234118
624,4.281548866795366
625,5.256976539015185
626,4.1096430303707585
627,3.4481288322945924
628,3.371398674048589
629,3.261171114360854
630,4.2498950392305055
631,4.511458274335435
632,3.957758508114898
633,4.008743553327632
634,3.1036667598872545
635,4.141017769160305
636,3.7816990403221595
637,5.061735245080377
638,3.8929949599904785
639,3.7215561692697223
640,3.7761074010423488
641,4.610364563576356
642,3.3901501197065986
643,4.318863903402719
644,4.460035303518362
645,3.496650195526613
646,4.2876033334192805
647,4.717768606425673
648,4.2691919888542085
649,3.752029755933144
650,3.7683166926831033
651,5.037597130893671
652,4.145465948229048
653,3.66226356430511
654,3.9515685648366468
655,3.575932368591864
656,3.7782018811272744
657,4.041278984474025
658,3.9584713762142005
659,3.669861871886818
660,4.490725895618751
661,4.679930338921517
662,3.887344783112135
663,4.360096736689319
664,2.9415217578946677
665,3.7298612888793827
666,3.6867753653610347
667,4.040354715676549
668,4.7609529742703245
669,4.381872759804718
670,3.3460871998825743
671,3.948815123724486
672,3.8794252572519174
673,4.251828820169015
674,4.626904947977141
675,3.8179155548882133
676,4.0276333595253275
677,4.514231146460838
678,3.1052024916368355
679,3.915208505671633
680,4.294917726399201
681,5.635399655321147
682,3.6855866865088793
683,4.4983785866316675
684,3.1764900913694794
685,4.719506303258844
686,4.2798252627286955
687,4.7461420935843135
688,3.9837232880652413
689,3.613325573163091
690,4.1499149897004095
691,3.1740612399159733
692,3.406095440733711
693,3.768606615250246
694,4.703656187074491
695,4.32509965935089
696,4.368962430597566
697,3.4432350310773314
698,4.31856025296644
699,4.790550440750841
700,4.324853221737903
701,3.984347248658128
702,4.720348370123329
703,4.345837618260248
704,3.761007800040779
705,4.834213447869492
706,4.585768561873202
707,4.498781519159798
708,3.8376372716044664
709,4.398313372222633
710,3.322380524566734
711,4.174236077531451
712,4.490639231896639
713,4.514564128657701
714,4.012283539142664
715,3.572375022298931
716,3.3151022155948726
717,4.377042067862553
718,3.7715783466672277
719,4.031803527522701
720,4.576248300748635
721,4.536218104502729
722,3.736185525376959
723,4.882043713169543
724,4.139061456158581
725,3.4139922011183805
726,3.7309594593859803
727,4.249682877589872
728,4.022520866912183
729,4.39898600303474
730,4.6221523987027116
731,3.7278157254971456
732,3.274531496141738
733,3.465846273547686
734,4.040672156313127
735,4.475081904817334
736,3.9512217726252743
737,4.110397776191849
738,4.219246485665054
739,4.710465060649145
740,3.77419339437724
741,4.07802749552664
742,3.233199760647062
743,3.929809216391401
744,3.7490102858551326
745,3.3865144658239394
746,4.620783671276195
747,3.966659988754172
748,4.001945276468641
749,3.3187100415214794
750,4.03105308517311
751,3.9644936700164974
752,4.624742033158964
753,3.878558965109713
754,3.62928068562967
755,4.0294062142617975
756,3.3630234363900207
757,3.7516703613478817
758,4.190868269700151
759,4.054431602990606
760,3.706874850169112
761,3.712628094093713
762,3.253540779174958
763,4.529273485657731
764,3.859223088290137
765,4.127128914277747
766,4.108070295905429
767,4.132209674582101
768,3.907007348964779
769,3.9118604667228087
770,3.7841338570125997
771,4.561815473685812
772,3.4609675027521076
773,4.255778687869793
774,3.877323363549238
775,4.696306316893096
776,4.7557174843898915
777,3.326552278971329
778,4.001361125525056
779,3.9576933569872996
780,4.230436208072082
781,4.014878731767343
782,3.5929528587027617
783,3.02285436924824
784,5.065490036229948
785,3.334517671054047
786,3.2099225985145683
787,3.144173630451437
788,3.533980132953946
789,4.267749105627433
790,4.159387754582751
791,3.7198573697031767
792,4.113101095276004
793,3.708992411362446
794,4.299704568685991
795,4.21767130990585
796,2.408480971380706
797,3.9916826014446096
798,4.446207517488098
799,3.47569194406565
800,4.331271904486692
801,3.8201041513764373
802,4.1462429480432945
803,3.553142598918825
804,4.019178930966181
805,4.250009482356394
806,3.8953550607379848
807,3.918362678243201
808,3.214760904284907
809,3.9181344677360572
810,4.603308903174044
811,4.5485284304435885
812,4.596255434450795
813,4.102705239220944
814,4.185124533599924
815,3.758078570258926
816,5.050330109559184
817,3.94609388781954
818,3.706700262932454
819,3.3022033445438574
820,4.208688367522257
821,3.729584323977976
822,4.129827771157365
823,4.374908750644455
824,4.0009871121906375
825,4.217347750093761
826,4.024543187560999
827,3.164595593107977
828,4.075359619612363
829,3.9296519936229117
830,3.9417718952605574
831,4.706510922963397
832,4.392325826566316
833,3.625587765202001
834,4.849051697574351
835,4.43580963668893
836,4.043978575620197
837,3.5991423333135066
838,4.759216690059407
839,3.7690223615836143
840,4.224142193740333
841,3.7295784392002607
842,4.921050482334063
843,4.58325086376085
844,3.9129410817603647
845,3.89430478412922
846,4.322380499749365
847,4.52249944472487
848,3.3152255699363797
849,3.4660080996059306
850,3.4596423093940154
851,3.9954070197329603
852,4.362409828244473
853,3.658321204139168
854,3.5505496248854276
855,4.82757833385612
856,3.857167133100715
857,4.648032387238133
858,4.556942810457361
859,3.9585695381861283
860,4.762379818120523
861,4.513042840954107
862,3.8361261507678623
863,3.854027812621336
864,4.532198037657081
865,3.8465267878565927
866,4.196946583223644
867,4.782267395256025
868,3.4370064619267664
869,2.9441869417610995
870,4.4611975469777505
871,3.3611491638006172
872,3.7218743680593374
873,3.560430715205901
874,4.622304204484118
875,3.1307873662864774
876,4.28554426834233
877,4.281777539339644
878,4.551603357997599
879,4.066168061152012
880,4.115944771128019
881,3.341658492442696
882,3.786599930410926
883,4.112573246947649
884,4.094604300943338
885,4.087375941589636
886,3.9819282350865306
887,3.981712559055855
888,3.4241637568826997
889,3.726114133488843
890,4.529342463561558
891,4.149232658991226
892,3.702000434756013
893,3.7502943435447054
894,3.112497399212475
895,4.689188765264121
896,3.267474198874231
897,4.793908298801482
898,3.063502581315695
899,4.028608352638727
900,3.8867804398158454
901,4.979285639866566
902,4.176673902213849
903,3.6560552535813207
904,4.003667308494246
905,3.850032845536073
906,4.583520461635998
907,4.2260696117047125
908,3.364793413673376
909,3.66159739782767
910,4.5774359778693
911,3.3937347266299946
912,4.35100555047338
913,4.506106529009071
914,3.2101670681892798
915,4.382256854685555
916,4.424981908097873
917,4.450919347682765
918,3.2776580970691267
919,4.502916824458103
920,3.5321110817727797
921,3.2276727648052743
922,3.321818168358909
923,4.037997009742792
924,3.7202684551094514
925,4.328837493431156
926,4.283043617107943
927,4.739678493909076
928,3.449926195441563
929,3.420296684988155
930,5.2827337836452255
931,4.811872773133212
932,4.3855671366949585
933,3.787647567835418
934,5.008989893048947
935,2.932268398675285
936,4.413539290747382
937,3.314134349101968
938,4.539640452838489
939,4.039483907491515
940,3.759920168593885
941,3.3972835237472396
942,3.432754119871199
943,3.2422197201905574
944,4.246656471412705
945,3.68206431299875
946,4.29000180423522
947,4.345564445059799
948,4.556945450644505
949,4.649039413171529
950,3.687559092833376
951,4.018420589004796
952,4.532901636889661
953,4.053395086344649
954,4.328333972464786
955,4.415827155179443
956,4.008625722134792
957,3.3131003792064635
958,3.847386474277868
959,4.071168262242771
960,4.3200929659698915
961,3.7467947585877406
962,4.854552699096208
963,3.053192243833575
964,4.3649581556752395
965,3.9809385807067494
966,4.17834308704358
967,3.606578016287934
968,3.1455256378739884
969,4.122445035332092
970,4.361284911258678
971,3.8817385495688885
972,3.706301928319875
973,3.2092244176229596
974,3.1543127999896177
975,3.7510898503875816
976,4.265531847509026
977,4.763424667933608
978,4.458733909240894
979,3.7936585583128744
980,4.474217026664879
981,3.8220562518343364
982,4.195848891657427
983,4.061389260708578
984,3.4900302842579287
985,4.292275023205544
986,3.3176442557447343
987,4.399664872961246
988,3.5637215954450694
989,3.4674992719855604
990,4.1436789357319
991,3.831519271399188
992,4.284119614219174
993,4.223557538201667
994,4.591848742776049
995,3.87642609227474
996,3.471296108318689
997,3.2618976248863008
998,4.104051078621387
999,4.397992787529052
1000,4.11602384657729
1001,4.05024438074092
1002,3.9336413303938893
1003,3.7585657462549453
1004,3.856189888859928
1005,4.003637333614931
1006,4.55486334516315
1007,4.065266397485982
1008,4.019884485639224
1009,4.096488734148575
1010,4.902147509204659
1011,4.6080021524287895
1012,5.066552327577438
1013,3.933428790971185
1014,4.416776453307827
1015,3.033747855692666
1016,3.5688963189651863
1017,4.6256557143965376
1018,3.8453174638716296
1019,3.554054496356871
1020,4.652042377928564
1021,4.19280725759299
1022,4.201128259156277
1023,4.507204940434897
1024,3.0468223251865547
1025,4.329768861452097
1026,3.8595007708605666
1027,3.353006529632983
1028,3.9968600557788116
1029,4.089613710502807
1030,3.8419814793839335
1031,3.3043113592015745
1032,4.212573772398279
1033,3.573073259521869
1034,3.424325172528746
1035,4.739982278505764
1036,4.306027328647184
1037,4.608532304798637
1038,4.267829064363312
1039,4.100426869361179
1040,3.3861385491734963
1041,3.791622182672401
1042,4.088523320980572
1043,3.943465249680297
1044,3.555019058066667
1045,4.1025427917042405
1046,4.090094827725812
1047,5.2046216881329315
1048,3.4745347340373183
1049,4.458103387354708
1050,4.3661770649046225
1051,4.086056046384415
1052,3.3802046276958873
1053,4.057628000408527
1054,3.820128152553201
1055,3.013393332954472
1056,3.85404336614543
1057,4.4117466774559375
1058,4.768564245475872
1059,3.800891111099072
1060,3.182608536264142
1061,4.069538188002921
1062,3.4788104029988736
1063,3.976724732049387
1064,4.2484811705557
1065,4.435477945212789
1066,3.784869576135442
1067,4.3282125462896595
1068,3.8784815147952454
1069,3.996568905045097
1070,3.7423369411660015
1071,3.4432036051712087
1072,4.141386739832036
1073,4.002291112281032
1074,3.2375048773692456
1075,4.317220783851512
1076,3.5655248981592775
1077,4.565951586952962
1078,3.9927964307335264
1079,3.8267677438561076
1080,2.097358312005851
1081,4.999007174822796
1082,3.8704002689106463
1083,4.226486303930842
1084,3.949227897753854
1085,4.000638994129352
1086,4.402688554577422
1087,4.190863085855639
1088,3.8509263425387568
1089,4.312369990150213
1090,4.217768831704763
1091,4.379824488276509
1092,3.36341562975871
1093,3.427942097504153
1094,4.668303630595741
1095,4.10758768912428
1096,3.7699381230165656
1097,3.465914478861646
1098,3.7282912040743676
1099,3.861826926625905
1100,3.402781062100135
1101,4.702536678188798
1102,4.291493093672284
1103,4.379593295771796
1104,4.92756735670418
1105,2.979598968809496
1106,4.090708661489998
1107,4.486206171563081
1108,4.469992210230121
1109,3.805281671277379
1110,3.6688845751334105
1111,3.8905828842929435
1112,4.213409813101212
1113,4.442659127612214
1114,3.7699781009987174
1115,4.059675862401893
1116,4.026784242487836
1117,4.524954233051988
1118,4.2937378569929034
1119,4.14011843546752
1120,5.092691570750781
1121,4.416076259253496
1122,3.6949673410140074
1123,4.485292641081752
1124,4.1423553920689615
1125,4.921852917277316
1126,5.009672118642973
1127,4.132140865864124
1128,4.230056242252529
1129,3.7538269289555335
1130,3.90092201846496
1131,4.2952738890314635
1132,4.019571843766544
1133,4.244136639884352
1134,3.8370443393122633
1135,3.912651565672773
1136,3.5954729279786326
1137,3.964787372483673
1138,3.8857678532624
1139,3.8612403136891733
1140,3.664654695426349
1141,3.1717686168181594
1142,4.852936590595575
1143,4.516104794589216
1144,4.180900686700282
1145,3.952666578398238
1146,4.343130491945519
1147,4.1875409530353425
1148,3.9439678469402946
1149,4.489747394014191
1150,4.122977187860072
1151,3.9923964818547146
1152,2.2912333431504246
1153,3.9165958675784145
1154,3.3764767872411197
1155,5.06728155697315
1156,4.012022429364007
1157,3.805060347955056
1158,3.483083498703451
1159,3.6536131095466255
1160,4.504677094040568
1161,4.64495740798699
1162,4.269284707277771
1163,4.692652787781111
1164,4.1712619334174965
1165,4.199446857239168
1166,4.776543168566985
1167,3.5997237514101443
1168,4.513016978116457
1169,3.9725434191570477
1170,3.4924074545227275
1171,4.716833940324667
1172,3.6840490499296465
1173,4.185310036765952
1174,3.428224798704151
1175,4.047027168626995
1176,3.3422496525347167
1177,4.059036053671887
1178,3.400763770416816
1179,3.951935872556035
1180,4.0887493980845795
1181,5.100386590205659
1182,4.485269033757438
1183,4.271192432155792
1184,4.371074009901523
1185,4.390961859036514
1186,3.5803713673724413
1187,3.9199061112182254
1188,3.3032476214437594
1189,3.5305187138796423
1190,4.110723448561447
1191,3.4697282990925142
1192,3.6556649684896207
1193,4.387288133909886
1194,3.4764300558439
1195,4.617600647904215
1196,3.702975928243436
1197,4.088555922728119
1198,3.2935771234979048
1199,3.994213371031913
1200,3.4320606116660253
1201,4.230293268962856
1202,3.0696027836536017
1203,3.623079271766779
1204,3.8684025170864498
1205,3.4972830705137565
1206,4.349602183602339
1207,4.373306954247393
1208,3.9886090418964346
1209,4.230882154526621
1210,4.12896353328574
1211,3.877150545461128
1212,3.444378417779659
1213,4.6954880298450705
1214,3.466465150629388
1215,3.936877437639433
1216,4.559535553966118
1217,4.298672653879172
1218,4.4359944598152286
1219,4.052703067210948
1220,4.258897376794916
1221,4.123883710691416
1222,4.600649654738992
1223,4.406612338704322
1224,3.9775014849933976
1225,4.310306426590653
1226,4.068994528021038
1227,4.154579919468428
1228,3.5203917494279913
1229,3.8354544393210217
1230,4.236581277457585
1231,4.6367739771612015
1232,4.163528102910303
1233,3.555908282695741
1234,3.6933268012283316
1235,3.2147519664594686
1236,3.571357511830693
1237,3.366358127342796
1238,4.717654411055832
1239,4.257749356764275
1240,3.9399636499507986
1241,3.9890529576379823
1242,4.2974272534307625
1243,4.635756484550162
1244,3.91873916468097
1245,4.295718945033052
1246,3.450081561285654
1247,3.7076328532679605
1248,4.279498679165083
1249,2.9731439750737927
1250,3.674445516550878
1251,4.1411095927855985
1252,4.586153817838671
1253,3.640905092437543
1254,4.3389895635931675
1255,4.321663347501198
1256,3.565497032234927
1257,4.143096157069909
1258,3.7962213460963614
1259,4.557765326680764
1260,4.900748144718816
1261,4.10121820453565
1262,3.3781954953988125
1263,4.508124542267058
1264,3.295721909559689
1265,4.620875360813273
1266,4.740860430281869
1267,4.138946891240866
1268,3.952043979946846
1269,4.558695154938835
1270,4.4467527739529835
1271,3.518619742144226
1272,4.297323160956016
1273,4.300661633102978
1274,4.091720900245965
1275,4.442823460716577
1276,3.8818182156324053
1277,3.576044642563268
1278,3.493053683081541
1279,3.765647563104625
1280,4.7016530570862
1281,4.176368936160328
1282,3.7846437368659225
1283,4.792942195820674
1284,3.143640307071069
1285,3.7646001975104526
1286,3.5511873566418246
1287,5.239370984170291
1288,3.5033415825678524
1289,2.941536285556747
1290,3.7226023116737372
1291,4.027397109158644
1292,4.341877501502015
1293,4.6403898165075255
1294,4.419095571548882
1295,4.274841973914775
1296,4.206428577233425
1297,4.108734392859743
1298,3.5986513703929006
1299,3.6570401521555587
1300,3.812490353716016
1301,4.227970917953237
1302,3.3403895998091118
1303,3.0304581469272693
1304,3.686390350377021
1305,4.921978922250168
1306,3.2095873228205076
1307,4.228366517039751
1308,3.6128272626618836
1309,3.324215874927038
1310,5.00970145327098
1311,3.2993489781474006
1312,4.560048449694147
1313,4.1611864163926215
1314,4.416858830031722
1315,3.130298415747892
1316,4.135101989103664
1317,3.417542454931535
1318,4.02505972529421
1319,4.105472882250683
1320,4.413713215574274
1321,4.688907234888303
